ROHIT,MADHUKARRAO,LAKDE,02-04-1994,121080044,VJ,Information Technology,rohit.lakde25@gmail.com,2012 - 13,9615070257,45545,Gokul Garden,SV Nagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
SAMEER,SHESHRAO,ARU,27-06-1994,121080045,NT,Information Technology,sameer.aru38@gmail.com,2012 - 13,9153463258,50282,Krishnavan,GV Road,Latur,,c4ca4238a0b923820dcc509a6f75849b
MAHENDRA,RAMRAO,DEGURE,27-03-1994,121080046,NT,Information Technology,mahendra.degure52@gmail.com,2012 - 13,8847097616,50282,Krishnavan,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
DHIRAJ,BHALCHANDRA,ZOPE,26-05-1994,121080047,SC,Production,dhiraj.zope51@gmail.com,2012 - 13,9230853160,42789,Krishnavan,Tilaknagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
PARIKSHIT,SITARAM,CHAVAN,28-01-1994,121080048,OBC,Information Technology,parikshit.chavan79@gmail.com,2012 - 13,9781257489,54873,Riddhi Siddhi,Kriti Complex,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
VAIBHAV,RAMESHWAR,DHOKE,25-11-1994,121080049,NT,Information Technology,vaibhav.dhoke32@gmail.com,2012 - 13,9133931572,50282,Gokul Garden,Tilaknagar,Akola,,c4ca4238a0b923820dcc509a6f75849b
DEVENDRA,MOHAN,MAHAJAN,24-10-1994,121080050,OBC,Mechanical,devendra.mahajan92@gmail.com,2012 - 13,8881667201,54873,Krishnavan,Kriti Complex,Nashik,,c4ca4238a0b923820dcc509a6f75849b
NILESH,KAMLESH,KALANI,22-07-1994,121080051,NT,Mechanical,nilesh.kalani41@gmail.com,2012 - 13,8913443886,50282,Krishnavan,Tilaknagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
ANIRUDDHA,RAJENDRA,SHIMPI,01-05-1994,121080052,NT,Mechanical,aniruddha.shimpi72@gmail.com,2012 - 13,9110817601,50282,Krishnavan,Kriti Complex,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
PRASHANT,KESHAV,SATPUTE,21-10-1994,121080053,NT,Computers,prashant.satpute20@gmail.com,2012 - 13,9125891103,50282,Riddhi Siddhi,Gandhidham,Nashik,,c4ca4238a0b923820dcc509a6f75849b
MOHITKUMAR,,KACHHWANI,23-06-1994,121080054,OBC,Electronics and Telecommunications,mohitkumar.kachhwani66@gmail.com,2012 - 13,8957708696,54873,Gurukul Heights,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
AKSHAY,KANHAIYA,AGRAWAL,19-12-1994,121080055,SC,Electronics,akshay.agrawal92@gmail.com,2012 - 13,9269793495,42789,Sanskruti,Tilaknagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
SURAJ,PURUSHOTTAM,MANIYAR,12-05-1994,121080056,SC,Electronics,suraj.maniyar68@gmail.com,2012 - 13,8848602316,42789,Sanskruti,GV Road,Akola,,c4ca4238a0b923820dcc509a6f75849b
ABHIJEET,VIJAYKUMAR,JAIWAL,19-07-1994,121080057,VJ,Electronics,abhijeet.jaiwal70@gmail.com,2012 - 13,9887881854,45545,Gokul Garden,Tilaknagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
PARESH,PRAKASHRAO,BANSOD,16-04-1994,121080058,ST,Electronics,paresh.bansod55@gmail.com,2012 - 13,8952741635,39928,Riddhi Siddhi,SV Nagar,Akola,,c4ca4238a0b923820dcc509a6f75849b
RAJ,ANIL,GAIKWAD,05-01-1994,121080059,SC,Electronics,raj.gaikwad44@gmail.com,2012 - 13,9977950302,42789,Sanskruti,Tilaknagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
ADITYA,KISHOR,PANDHARE,12-10-1994,121080060,SC,Electronics,aditya.pandhare79@gmail.com,2012 - 13,8945174446,42789,Sanskruti,Kriti Complex,Akola,,c4ca4238a0b923820dcc509a6f75849b
AMOL,RANGNATH,KARANDE,11-10-1994,121080061,OPEN,Electronics,amol.karande40@gmail.com,2012 - 13,9781768673,59834,Gokul Garden,Gandhidham,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
ASHUTOSH,EKNATH,THOMBAL,19-04-1994,121080062,SC,Electronics and Telecommunications,ashutosh.thombal96@gmail.com,2012 - 13,8941172465,42789,Gokul Garden,Kriti Complex,Latur,,c4ca4238a0b923820dcc509a6f75849b
NIKHIL,KISHOR,WANI,04-02-1994,121080063,NT,Electronics and Telecommunications,nikhil.wani38@gmail.com,2012 - 13,8841917811,50282,Gokul Garden,GV Road,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
KUNDAN,VILAS,PAWAR,23-06-1994,121080064,OPEN,Electronics and Telecommunications,kundan.pawar87@gmail.com,2012 - 13,9390761664,59834,Gokul Garden,Tilaknagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
MAHENDRA,SURESH,BENDALE,28-04-1994,121080065,VJ,Computers,mahendra.bendale88@gmail.com,2012 - 13,9856566393,45545,Riddhi Siddhi,SV Nagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
AKSHAY,DIGAMBAR,KAKAD,16-11-1994,121080066,SC,Electronics and Telecommunications,akshay.kakad17@gmail.com,2012 - 13,9436819232,42789,Sanskruti,GV Road,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
NIKHIL,PRAMOD,DOIFODE,17-04-1994,121080067,SC,Computers,nikhil.doifode46@gmail.com,2012 - 13,9163512502,42789,Sanskruti,Kriti Complex,Nashik,,c4ca4238a0b923820dcc509a6f75849b
SACHIN,RAMESH,PUNDKAR,10-12-1994,121080068,VJ,Computers,sachin.pundkar74@gmail.com,2012 - 13,9763730067,45545,Riddhi Siddhi,GV Road,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
SUMEET,DATTATRAY,KHODE,26-02-1994,121080069,ST,Computers,sumeet.khode39@gmail.com,2012 - 13,9463391778,39928,Krishnavan,Gandhidham,Latur,,c4ca4238a0b923820dcc509a6f75849b
ROHIT,UDAY,LAWANGE,12-06-1994,121080070,OBC,Computers,rohit.lawange73@gmail.com,2012 - 13,9020241260,54873,Sanskruti,SV Nagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
NIKHIL,GAJANAN,DHARANE,01-10-1994,121080071,NT,Electronics and Telecommunications,nikhil.dharane18@gmail.com,2012 - 13,9223886394,50282,Riddhi Siddhi,SV Nagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
NACHIKET,BALASAHEB,VARADE,03-10-1994,121080072,OPEN,Production,nachiket.varade57@gmail.com,2012 - 13,9348658223,59834,Gokul Garden,SV Nagar,Akola,,c4ca4238a0b923820dcc509a6f75849b
NIKHIL,CHUDAMAN,GAJRE,12-11-1994,121080073,NT,Electrical,nikhil.gajre68@gmail.com,2012 - 13,8887272037,50282,Krishnavan,GV Road,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
ANKUSH,NANDKISHOR,JOGDAND,20-09-1994,121080074,SC,Electrical,ankush.jogdand34@gmail.com,2012 - 13,9518694019,42789,Sanskruti,Tilaknagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
SURESH,RAMBHAU,MUNDHE,23-09-1994,121080075,SC,Electrical,suresh.mundhe82@gmail.com,2012 - 13,9353432394,42789,Riddhi Siddhi,GV Road,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
HARSHAL,NARENDRA,MORE,06-12-1994,121080076,SC,Electronics and Telecommunications,harshal.more48@gmail.com,2012 - 13,9642887007,42789,Sanskruti,GV Road,Nashik,,c4ca4238a0b923820dcc509a6f75849b
MANGALSING,CHAINSING,SUNDARDE,14-03-1994,121080077,SC,Electronics and Telecommunications,mangalsing.sundarde30@gmail.com,2012 - 13,9190840637,42789,Sanskruti,GV Road,Latur,,c4ca4238a0b923820dcc509a6f75849b
HARSHAVARDHAN,HANMANT,THORAT,21-09-1994,121080078,NT,Electronics and Telecommunications,harshavardhan.thorat45@gmail.com,2012 - 13,9867980965,50282,Riddhi Siddhi,GV Road,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
VIJAY,NAGNATH,KALE,25-07-1994,121080079,ST,Electronics,vijay.kale58@gmail.com,2012 - 13,8829479888,39928,Gokul Garden,Gandhidham,Akola,,c4ca4238a0b923820dcc509a6f75849b
ABHIJEET,ARVINDRAO,BURDE,03-07-1994,121080080,SC,Electronics and Telecommunications,abhijeet.burde95@gmail.com,2012 - 13,9826765632,42789,Gokul Garden,Gandhidham,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
MANGESH,SHIVAJIRAO,KHANDEKAR,16-01-1994,121080081,OPEN,Electronics,mangesh.khandekar30@gmail.com,2012 - 13,9035263941,59834,Gokul Garden,SV Nagar,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
ABHAY,SHANKAR,GAIKWAD,10-03-1994,121080082,VJ,Electronics and Telecommunications,abhay.gaikwad38@gmail.com,2012 - 13,8946178921,45545,Sanskruti,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
AKSHAY,PRAKASH,KULKARNI,20-02-1994,121080083,OBC,Electronics and Telecommunications,akshay.kulkarni35@gmail.com,2012 - 13,9752951248,54873,Riddhi Siddhi,SV Nagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
AAKASH,PRASADCHANDRA,ATNOORKAR,21-06-1994,121080084,OPEN,Electronics and Telecommunications,aakash.atnoorkar83@gmail.com,2012 - 13,9097079354,59834,Krishnavan,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
AJINKYA,SUNIL,JOSHI,05-10-1994,121080085,NT,Electrical,ajinkya.joshi23@gmail.com,2012 - 13,9523350050,50282,Sanskruti,Tilaknagar,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
NITIN,VITTHALRAO,GHUGE,01-06-1994,121080086,VJ,Electronics   ,nitin.ghuge35@gmail.com,2012 - 13,9168730973,45545,Sanskruti,GV Road,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
SANTOSH,SHRIDHAR,JADHAV,19-09-1994,121080087,VJ,Electronics   ,santosh.jadhav84@gmail.com,2012 - 13,9187565509,45545,Riddhi Siddhi,GV Road,Akola,,c4ca4238a0b923820dcc509a6f75849b
SANKET,SAMPATRAO,YAMGAR,28-06-1994,121080088,NT,Computers,sanket.yamgar90@gmail.com,2012 - 13,9646896735,50282,Sanskruti,Tilaknagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
SWAPNIL,RAJESH,RATHOD,13-09-1994,121080089,SC,Computers,swapnil.rathod60@gmail.com,2012 - 13,9611250300,42789,Riddhi Siddhi,GV Road,Nashik,,c4ca4238a0b923820dcc509a6f75849b
VISHAL,MASANAPPA,CHAVAN,02-08-1994,121080090,NT,Computers,vishal.chavan26@gmail.com,2012 - 13,9162778617,50282,Gurukul Heights,GV Road,Latur,,c4ca4238a0b923820dcc509a6f75849b
SANKET,MAHADEV,POTEY,17-02-1994,121080091,VJ,Production,sanket.potey43@gmail.com,2012 - 13,9186533615,45545,Gokul Garden,Tilaknagar,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
BHUSHAN,PRASHANT,RANE,05-10-1994,121080092,OBC,Production,bhushan.rane28@gmail.com,2012 - 13,9573888220,54873,Riddhi Siddhi,Kriti Complex,Nashik,,c4ca4238a0b923820dcc509a6f75849b
RAHUL,RAMRAO,PAWAR,17-03-1994,121080093,SC,Civil,rahul.pawar72@gmail.com,2012 - 13,9852546441,42789,Sanskruti,Tilaknagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
JITESH,MAHABALA,DEVADIGA,20-02-1994,121080094,OBC,Mechanical,jitesh.devadiga38@gmail.com,2012 - 13,9792739573,54873,Gurukul Heights,SV Nagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
MANAS,LAXMIKANT,RANE,18-04-1994,121080095,SC,Mechanical,manas.rane26@gmail.com,2012 - 13,9427106592,42789,Riddhi Siddhi,Tilaknagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
AMIT,RAMDAS,UKARANDE,19-10-1994,121080096,OPEN,Information Technology,amit.ukarande31@gmail.com,2012 - 13,9135295989,59834,Gurukul Heights,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
CHINMAY,AVINASH,KARANJKAR,11-03-1994,121080097,OBC,Information Technology,chinmay.karanjkar26@gmail.com,2012 - 13,9374227119,54873,Riddhi Siddhi,Tilaknagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
AJIT,UTTAMRAO,BHANDARE,14-06-1994,121080098,OPEN,Production,ajit.bhandare52@gmail.com,2012 - 13,9396137149,59834,Gurukul Heights,SV Nagar,Nashik,,c4ca4238a0b923820dcc509a6f75849b
SHIVANAND,RAJKUMAR,KAUDAKI,01-03-1994,121080099,NT,Electronics and Telecommunications,shivanand.kaudaki26@gmail.com,2012 - 13,9540887854,50282,Riddhi Siddhi,SV Nagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
GAURAV,VINOD,TOPLE,10-12-1994,121080100,ST,Information Technology,gaurav.tople65@gmail.com,2012 - 13,8979318269,39928,Gokul Garden,Gandhidham,Nashik,,c4ca4238a0b923820dcc509a6f75849b
SHUBHAM,PRABHUAPPA,JATTE,24-09-1994,121080101,ST,Civil,shubham.jatte85@gmail.com,2012 - 13,9851043504,39928,Riddhi Siddhi,GV Road,Nashik,,c4ca4238a0b923820dcc509a6f75849b
KEDAR,RAJIV,JOSHI,16-12-1994,121080102,VJ,Production,kedar.joshi23@gmail.com,2012 - 13,9861917636,45545,Riddhi Siddhi,Gandhidham,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
ROHAN,ABHAY,SANGAVE,22-10-1994,121080103,ST,Electrical,rohan.sangave70@gmail.com,2012 - 13,9046458196,39928,Gokul Garden,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
RAHUL,SURESH,NAIR,03-03-1994,121080104,SC,Electrical,rahul.nair66@gmail.com,2012 - 13,9922842360,42789,Gokul Garden,Tilaknagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
KIRAN,MADHUSOODANAN,NAIR,06-08-1994,121080105,NT,Electrical,kiran.nair59@gmail.com,2012 - 13,9027881802,50282,Krishnavan,Gandhidham,Akola,,c4ca4238a0b923820dcc509a6f75849b
RAHUL,NARENDRA,TIWARI,18-12-1994,121080106,OPEN,Textile,rahul.tiwari50@gmail.com,2012 - 13,9831159543,59834,Riddhi Siddhi,Kriti Complex,Latur,,c4ca4238a0b923820dcc509a6f75849b
RUSHIKESH,DILIPRAO,SHENDE,01-11-1994,121080107,OBC,Production,rushikesh.shende66@gmail.com,2012 - 13,9856681539,54873,Sanskruti,Tilaknagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
PRASAD,LAXMIKANT,DESHMUKH,09-04-1994,121080108,VJ,Textile,prasad.deshmukh55@gmail.com,2012 - 13,9747809963,45545,Riddhi Siddhi,SV Nagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
AMOL,,CHAVAN,07-01-1994,121080109,SC,Textile,amol.chavan61@gmail.com,2012 - 13,8910802373,42789,Gokul Garden,Gandhidham,Akola,,c4ca4238a0b923820dcc509a6f75849b
UJJWAL,KUMAR,SINGH,14-02-1994,121080110,ST,Electrical,ujjwal.singh71@gmail.com,2012 - 13,8896559542,39928,Gurukul Heights,SV Nagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
ANANT,DAGADU,PATIL,18-04-1994,121080111,OPEN,Electrical,anant.patil23@gmail.com,2012 - 13,9645540781,59834,Krishnavan,SV Nagar,Latur,,c4ca4238a0b923820dcc509a6f75849b
TUSHAR,CHANDRAKANT,DEVALE,03-04-1994,121080112,NT,Electrical,tushar.devale16@gmail.com,2012 - 13,9782820429,50282,Gurukul Heights,SV Nagar,Akola,,c4ca4238a0b923820dcc509a6f75849b
AMOL,RAJENDRA,BIRHADE,11-02-1994,121080113,NT,Production,amol.birhade29@gmail.com,2012 - 13,9420791748,50282,Gurukul Heights,GV Road,Akola,,c4ca4238a0b923820dcc509a6f75849b
SWAPNIL,SURYAKANT,JAYBHAYE,11-11-1994,121080114,OPEN,Production,swapnil.jaybhaye38@gmail.com,2012 - 13,9011804732,59834,Krishnavan,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
AKSHAY,VISHWANATH,ALSE,08-11-1994,121080115,VJ,Electronics and Telecommunications,akshay.alse50@gmail.com,2012 - 13,9135713061,45545,Riddhi Siddhi,Kriti Complex,Nashik,,c4ca4238a0b923820dcc509a6f75849b
PIYUSH,PRUTHVIRAJ,SHAH,01-06-1994,121080116,OBC,Production,piyush.shah94@gmail.com,2012 - 13,9181042605,54873,Gurukul Heights,Kriti Complex,Akola,,c4ca4238a0b923820dcc509a6f75849b
AJINKYA,JAYANT,DESHPANDE,06-08-1994,121080117,NT,Production,ajinkya.deshpande44@gmail.com,2012 - 13,9716771125,50282,Krishnavan,Tilaknagar,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
UMESH,LAXMAN,SARUK,02-04-1994,121080118,SC,Electronics and Telecommunications,umesh.saruk41@gmail.com,2012 - 13,9972161865,42789,Riddhi Siddhi,Kriti Complex,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
VISHAL,RAMJI,SALUNKE,24-05-1994,121080119,VJ,Electrical,vishal.salunke32@gmail.com,2012 - 13,8819725143,45545,Gurukul Heights,Kriti Complex,Kolhapur,,c4ca4238a0b923820dcc509a6f75849b
SURAJ,RAJKUMAR,MORE,10-01-1994,121080120,SC,Civil,suraj.more77@gmail.com,2012 - 13,9795064687,42789,Riddhi Siddhi,Gandhidham,Nagpur,,c4ca4238a0b923820dcc509a6f75849b
